,address,date,district,municipality,price,area,rooms,floor
2563,Broängsvägen 20,2014-06-18,Ugglum,Partille,2350000,116.5,5.0,
2564,Helmutsrogatan 3A,2014-06-18,Centrum,Göteborg,1880000,54.0,2.0,3.0
2565,Redebacken 14,2014-06-18,Långedrag,Göteborg,2450000,65.0,2.0,2.0
2566,Östra Midvintersgatan 20,2014-06-18,Kortedala,Göteborg,810000,40.0,1.0,
2567,Stabbegatan 14,2014-06-18,Björkekärr,Göteborg,3455000,104.0,5.0,
2568,Storkgatan 6M,2014-06-18,Bagaregården,Göteborg,2120000,62.0,2.0,2.0
2569,Nymilsgatan 17,2014-06-18,Flatås,Göteborg,2005000,76.5,3.0,2.0
2570,Ostgatan 16,2014-06-18,Kallebäck,Göteborg,1775000,88.0,4.0,5.0
2571,Stabbegatan 81,2014-06-18,Östra Centrum,Göteborg,2025000,73.0,4.0,1.0
2572,Störtfjällsgatan 130,2014-06-18,Kvarnbyn,Mölndal,1625000,63.0,2.0,
2573,Knarrhögsgatan 12A,2014-06-18,Centrum Mölndal,Mölndal,2250000,78.0,3.0,
2574,Lilla Torps Allé 17C,2014-06-18,Örgryte,Göteborg,1950000,54.5,2.0,
2575,Erik Dahlbergsgatan 40,2014-06-18,Vasastaden,Göteborg,3020000,53.0,2.0,5.0
2576,Eklandagatan 16,2014-06-18,Lorensberg,Göteborg,2795000,79.5,3.0,
2577,Regnvädersgatan 12,2014-06-18,Biskopsgården,Göteborg,800000,53.0,2.0,1.0
2578,Lindholmsallén 51,2014-06-18,Lindholmen,Göteborg,1610000,39.0,2.0,
2579,Ånäsvägen 14B,2014-06-18,Bagaregården,Göteborg,3000000,101.5,6.0,2.0
2580,Stockholmsgatan 40O,2014-06-18,Bagaregården,Göteborg,1625000,36.0,1.0,1.0
2581,Maj På Malös gata 36,2014-06-18,Eriksberg,Göteborg,3480000,131.0,5.0,1.0
2582,Vestagatan 1,2014-06-18,Nya Gårda,Göteborg,2900000,105.5,4.0,1.0
2583,Waernsgatan 4B,2014-06-18,Bagaregården,Göteborg,2650000,73.0,2.5,3.0
2584,Ögontröstgatan 6C,2014-06-18,Lundby,Göteborg,760000,41.0,1.0,1.0
2585,Blåsutgatan 12,2014-06-17,Majorna,Göteborg,895000,25.0,1.0,2.0
2586,Karlagatan 26D,2014-06-17,Lunden,Göteborg,2715000,74.0,3.0,
2587,Paradisgatan 19,2014-06-17,Masthugget,Göteborg,3375000,77.0,3.0,
2588,Doktor Bex gata 3B,2014-06-17,Guldheden,Göteborg,2360000,54.0,2.0,1.0
2589,Svängrumsgatan 32,2014-06-17,Flatås,Göteborg,1525000,71.0,2.0,
2590,Sylvestergatan 10,2014-06-17,Nedre Johanneberg,Göteborg,3300000,86.0,3.0,1.0
2591,Badvädersgatan 13,2014-06-17,Biskopsgården,Göteborg,1135000,67.0,3.0,
2592,Antenngatan 25A,2014-06-16,Järnbrott,Göteborg,1550000,64.0,3.0,
2593,Kabelgatan 8,2014-06-16,Majorna,Göteborg,2210000,54.0,2.0,5.0
2594,Lågtrycksgatan 3,2014-06-16,Länsmansgården,Göteborg,830000,69.5,3.0,
2595,Sjömilsgatan 22,2014-06-16,Flatås,Göteborg,1300000,42.5,1.5,
2596,Barytongatan 20,2014-06-16,Kaverös,Göteborg,1650000,75.5,3.0,
2597,Östra Midvintersgatan 13,2014-06-16,Kortedala,Göteborg,1000000,51.5,2.0,
2598,Ljunggatan 4,2014-06-16,Landala Egnahem,Göteborg,1910000,39.5,1.0,
2599,Vasagatan 23,2014-06-16,Vasastaden,Göteborg,4850000,126.0,4.0,
2600,Ostindiefararen 31,2014-06-16,Eriksberg,Göteborg,3305000,76.0,3.0,8.0
2601,Monsungatan 55,2014-06-16,Eriksberg,Göteborg,3400000,83.0,3.0,6.0
2602,Sofiagatan 54I,2014-06-16,Strömmensberg,Göteborg,1970000,75.0,2.0,3.0
2603,Silvermyntsgatan 14,2014-06-16,Högsbo,Göteborg,1550000,52.5,2.0,2.0
2604,Thorburnsgatan 8B,2014-06-15,Johanneberg,Göteborg,1395000,36.0,1.0,3.0
2605,Rullharvsgatan 4A,2014-06-15,Bifrost,Mölndal,1395000,55.0,2.0,
2606,Nordenskiöldsgatan 21B,2014-06-14,Linné,Göteborg,3500000,68.0,3.0,
2607,Fjällgatan 9S,2014-06-14,Gamla Masthugget,Göteborg,1620000,36.5,1.0,3.0
2608,Lövskogsgatan 16,2014-06-14,Centrum,Göteborg,2280000,56.5,2.0,
2609,Friggagatan 15,2014-06-14,Centrum,Göteborg,3400000,100.0,3.0,2.0
2610,Björndammsterrassen 63,2014-06-14,Björndammsterrassen,Partille,1850000,78.0,2.0,
2611,Krokslättsgatan 3C,2014-06-14,Krokslätt,Mölndal,1710000,72.0,3.0,1.0
2612,Carl Larssonsgatan 1B,2014-06-14,Örgryte,Göteborg,2020000,50.5,2.0,3.0
2613,Amiralitetsgatan 29A,2014-06-14,Majorna,Göteborg,1750000,53.5,2.0,3.0
2614,Ögontröstgatan 2A,2014-06-13,Hisingen,Göteborg,1375000,46.0,2.0,1.0
2615,Nordostpassagen 38,2014-06-13,Linnéstaden,Göteborg,1550000,39.0,1.5,
2616,Fjärde Långgatan 17,2014-06-13,Linnéstaden,Göteborg,2475000,60.0,2.0,
2617,Bratteråsbacken 35,2014-06-13,Eriksberg,Göteborg,3175000,99.0,4.0,7.0
2618,Svanehöjdsgatan 14A,2014-06-13,Hisingen,Göteborg,1450000,115.0,5.0,
2619,Toleredsgatan 20B,2014-06-13,Slätta Damm,Göteborg,1410000,56.5,2.0,
2620,Bielkegatan 9A,2014-06-13,Lunden,Göteborg,1510000,34.0,1.0,
2621,Basungatan 24,2014-06-13,Ruddalen,Göteborg,1570000,54.0,2.0,
2622,Lövmånadsgatan 5,2014-06-13,Kortedala,Göteborg,930000,51.5,2.0,
2623,Järnbrotts Prästväg 11A,2014-06-13,Frölunda,Göteborg,1905000,82.0,3.0,1.0
2624,Ahrenbergsgatan 4C,2014-06-13,Munkebäck,Göteborg,1200000,48.0,2.0,1.0
2625,Munkebäcksgatan 35B,2014-06-13,Kålltorp,Göteborg,1750000,46.5,2.0,2.0
2626,Lövskogsgatan 16,2014-06-13,Guldheden,Göteborg,2700000,56.5,2.0,4.0
2627,Östra Eriksbergsgatan 86,2014-06-13,Eriksberg,Göteborg,3000000,65.5,3.0,6.0
2628,Raketgatan 1B,2014-06-13,Norra Guldheden,Göteborg,2300000,57.0,2.0,3.0
2629,Lilla Danska vägen 14,2014-06-13,Örgryte,Göteborg,2250000,52.0,2.0,1.0
2630,Östanvindsgatan 7B,2014-06-13,Hisingen,Göteborg,1245000,42.0,2.0,3.0
2631,Gibraltargatan 96,2014-06-13,Johanneberg,Göteborg,1950000,62.0,2.0,
2632,Erik Dahlbergsgatan 26B,2014-06-13,Centrum,Göteborg,2395000,53.0,2.0,5.0
2633,Arsenalsgatan 12A,2014-06-13,Kungshöjd,Göteborg,5000000,95.0,3.0,
2634,Lantmätaregatan 15B,2014-06-13,Hisingen,Göteborg,1640000,59.5,2.0,1.0
2635,Blandsädesgatan 8E,2014-06-13,Bifrost,Mölndal,1100000,63.0,2.0,
2636,Lillekärr Norra 30,2014-06-13,Hisings Kärra,Göteborg,1270000,76.0,3.0,
2637,Mårbackagatan 19,2014-06-13,Hisings Backa,Göteborg,925000,74.5,3.0,3.0
2638,Baazgatan 26,2014-06-13,Centrum Mölndal,Mölndal,1260000,52.0,2.0,
2639,Stampgatan 56A,2014-06-13,Stampen,Göteborg,2350000,64.0,2.0,
2640,Ängkärrsgången 4,2014-06-13,Påvelund,Göteborg,1070000,31.5,1.0,
2641,Värmlandsgatan 19,2014-06-13,Linnéstaden,Göteborg,2250000,67.0,2.0,
2642,Råstensgatan 40A,2014-06-13,Kålltorp,Göteborg,1550000,47.0,2.0,
2643,Spånkullen 5,2014-06-13,Björkekärr,Göteborg,1930000,56.0,2.0,
2644,Vildapelsgatan 3C,2014-06-13,Guldheden,Göteborg,3550000,84.0,3.0,
2645,Vildapelsgatan 3B,2014-06-13,Guldheden,Göteborg,2350000,60.0,2.0,
2646,Övre Hallegatan 22,2014-06-13,Hisingen,Göteborg,1575000,73.5,3.0,3.0
2647,Kaflegatan 3,2014-06-13,Bagaregården,Göteborg,1850000,64.0,3.0,
2648,Molinsgatan 17,2014-06-13,Vasastaden,Göteborg,5450000,124.0,4.0,2.0
2649,Astris gata 98,2014-06-12,Eriksberg,Göteborg,1610000,40.0,1.5,3.0
2650,Nordhemsgatan 68B,2014-06-12,Linnéstaden,Göteborg,2965000,79.0,2.0,
2651,Bratteråsgatan 70,2014-06-12,Lundby,Göteborg,2000000,47.0,1.0,5.0
2652,Parmmätaregatan 12,2014-06-12,Lundby,Göteborg,910000,24.5,1.0,1.0
2653,Kallkällegatan 7,2014-06-12,Kålltorp,Göteborg,1595000,63.0,2.0,2.0
2654,Teleskopgatan 6,2014-06-12,Bergsjön,Göteborg,775000,79.0,3.0,
2655,Lilla Ingebäcksvägen 16B,2014-06-12,Hisings-Kärra,Göteborg,1410000,77.0,3.0,2.0
2656,Skepparegången 16,2014-06-12,Masthugget,Göteborg,1500000,37.5,1.0,1.0
2657,Fjärde Långgatan 2,2014-06-12,Linnéstaden,Göteborg,5950000,97.0,3.0,3.0
2658,Carl Skottsbergs gata 134A,2014-06-12,Änggården,Göteborg,2500000,55.0,2.0,
2659,Sveagatan 27,2014-06-12,Linnéstaden,Göteborg,2800000,65.5,2.0,6.0
2660,Virginsgatan 9B,2014-06-12,Östra Centrum,Göteborg,1550000,39.5,1.0,1.0
2661,Banérsgatan 14B,2014-06-12,Gamlestaden,Göteborg,1800000,55.0,2.0,2.0
2662,Adler Salvius gata 11,2014-06-12,Prippska Tomten,Göteborg,2900000,70.0,2.0,8.0
2663,Kungälvsgatan 8A,2014-06-12,Bagaregården,Göteborg,2350000,56.0,2.0,2.0
2664,Kallblodsgatan 2A,2014-06-12,Åby,Mölndal,1360000,65.0,2.5,2.0
2665,Hagåkersgatan 18C,2014-06-12,Bosgården,Mölndal,1750000,69.0,3.0,1.0
2666,Solarvsplan 4,2014-06-12,Askim,Göteborg,1825000,77.0,3.0,
2667,Flöjtgatan 5,2014-06-12,Ruddalen,Göteborg,1310000,72.5,3.0,3.0
2668,Räntmästaregatan 23A,2014-06-12,Örgryte,Göteborg,2200000,51.0,2.0,3.0
2669,Fagottgatan 4,2014-06-12,Frölunda,Göteborg,950000,31.5,1.0,5.0
2670,Arvesgärde 22,2014-06-12,Tuve,Göteborg,920000,40.5,1.0,
2671,Bomgatan 5,2014-06-12,Centrum,Göteborg,1530000,41.0,1.0,
2672,Kristinehöjdsgatan 7,2014-06-12,Johanneberg,Göteborg,1900000,47.0,1.5,1.0
2673,Fagottgatan 4,2014-06-12,Ruddalen,Göteborg,1320000,58.5,2.0,8.0
2674,Arvesgärde 30,2014-06-12,Tuve,Göteborg,1505000,81.5,3.0,
2675,Salviadalen 15,2014-06-12,Gunnared,Göteborg,610000,70.0,3.0,1.0
2676,Fullmånegatan 12,2014-06-12,Kortedala,Göteborg,1502000,110.0,5.0,
2677,Kalendervägen 75,2014-06-12,Kortedala,Göteborg,850000,40.5,1.0,
2678,Skrittgatan 8B,2014-06-12,Åby,Mölndal,1870000,78.0,3.0,
2679,Rubingatan 35,2014-06-12,Tynnered,Göteborg,1010000,43.5,2.0,2.0
2680,Nordostpassagen 44,2014-06-12,Linnéstaden,Göteborg,3200000,104.0,5.0,
2681,Nävervägen 10,2014-06-12,Furulund,Partille,1390000,65.0,2.0,
2682,Gösta Berlings gata 10,2014-06-12,Hisings Backa,Göteborg,785000,74.5,3.0,3.0
2683,Stabbegatan 11,2014-06-12,Björkekärr,Göteborg,2170000,62.0,3.0,
2684,Kapplandsgatan 68,2014-06-12,Högsbo,Göteborg,1800000,59.0,2.0,1.0
2685,Lenvädersgatan 21,2014-06-12,Biskopsgården,Göteborg,680000,52.5,2.0,
2686,Vildapelsgatan 3D,2014-06-12,Guldheden,Göteborg,3920000,92.0,4.0,
2687,Vildapelsgatan 3A,2014-06-12,Guldheden,Göteborg,3120000,76.0,3.0,
2688,Vasagatan 18,2014-06-12,Vasastaden,Göteborg,3950000,71.0,3.0,2.0
2689,Kavaljersgatan 8,2014-06-12,Hisings Backa,Göteborg,780000,65.0,2.0,3.0
2690,Rubingatan 48,2014-06-12,Tynnered,Göteborg,1520000,79.5,3.0,
2691,Karl Gustavsgatan 9,2014-06-12,Vasastaden,Göteborg,2925000,59.0,2.0,
2692,Hyggesvägen 12,2014-06-12,Partille Furulund,Partille,1660000,81.0,3.0,2.0
2693,Gamlestadstorget 18,2014-06-12,Gamlestaden,Göteborg,1450000,64.0,2.0,3.0
2694,Såggatan 20E,2014-06-12,Majorna,Göteborg,3020000,81.5,3.0,1.0
2695,Karl Johansgatan 15A,2014-06-12,Majorna,Göteborg,3800000,111.0,3.0,1.0
2696,Norra Liden 7,2014-06-11,Kungshöjd,Göteborg,3300000,64.0,2.0,6.0
2697,Kobergsgatan 24,2014-06-09,Örgryte,Göteborg,1540000,45.0,2.0,1.0
2698,Bergkristallsgatan 32,2014-06-09,Tynnered,Göteborg,1200000,66.0,2.0,1.0
2699,Kransen 4G,2014-06-09,Strömmensberg,Göteborg,1325000,39.0,1.0,4.0
2700,Fjällvindsgatan 4,2014-06-09,Lundby,Göteborg,1940000,80.0,4.0,13.0
2701,Övre Majorsgatan 14C,2014-06-07,Linnéstaden,Göteborg,2270000,40.0,1.0,3.0
2702,Klostergången 9,2014-06-07,Masthugget,Göteborg,1675000,42.0,1.5,2.0
2703,Gibraltargatan 12,2014-06-06,Nedre Johanneberg,Göteborg,4100000,101.0,3.0,5.0
2704,Alfhemsgatan 1,2014-06-06,Linné,Göteborg,4000000,64.5,2.0,
2705,Gröna gatan 71,2014-06-06,Majorna,Göteborg,2475000,82.5,3.0,3.0
2706,Rudenschöldsgatan 15A,2014-06-06,Hisingen,Göteborg,1025000,35.5,1.0,2.0
2707,Musikvägen 36,2014-06-06,Ruddalen,Göteborg,1600000,70.0,3.0,3.0
2708,Ostindiefararen 47,2014-06-06,Eriksberg,Göteborg,3300000,68.0,2.0,3.0
2709,Brämaregatan 1C,2014-06-06,Hisingen,Göteborg,1860000,65.0,2.0,2.0
2710,Gräddgatan 6,2014-06-06,Örgryte,Göteborg,1310000,41.5,2.0,4.0
2711,Ängemarken 11B,2014-06-06,Norra Guldheden,Göteborg,1690000,37.0,1.0,3.0
2712,Nordenskiöldsgatan 19,2014-06-06,Linnéstaden,Göteborg,4925000,95.0,3.0,8.0
2713,Sanatoriegatan 17B,2014-06-06,Kålltorp,Göteborg,1650000,47.0,2.0,1.0
2714,Nobelgatan 25B,2014-06-06,Örgryte,Göteborg,2900000,84.0,3.0,4.0
2715,Björndammsterrassen 19,2014-06-06,Björndammsterrassen,Partille,1600000,78.0,2.0,
2716,Övralidsgatan 27,2014-06-06,Hisings Backa,Göteborg,1200000,91.0,4.0,3.0
2717,Råstensgatan 35,2014-06-06,Kålltorp,Göteborg,1830000,45.0,2.0,1.0
2718,Garverigatan 7,2014-06-06,Stampen,Göteborg,2040000,48.0,2.0,1.0
2719,Arbetaregatan 25,2014-06-05,Lundby,Göteborg,2570000,65.0,3.0,
2720,Toleredsgatan 21,2014-06-05,Hisingen,Göteborg,1220000,54.5,2.0,2.0
2721,Kvadrantgatan 12,2014-06-05,Bergsjön,Göteborg,520000,62.0,2.0,
2722,Gröna gatan 67,2014-06-05,Majorna,Göteborg,1710000,60.0,2.0,3.0
2723,Olshammarsgatan 4,2014-06-05,Hisings Backa,Göteborg,1050000,60.0,2.0,5.0
2724,Gibraltargatan 21B,2014-06-05,Centrum,Göteborg,2310000,45.5,2.0,1.0
2725,Kastellgatan 21B,2014-06-05,Linnéstaden,Göteborg,2835000,53.0,2.0,5.0
2726,Krokslätts Parkgata 69D,2014-06-05,Krokslätt,Mölndal,2135000,71.5,3.0,3.0
2727,Vestagatan 9,2014-06-05,Nya Gårda,Göteborg,4015000,110.0,4.0,4.0
2728,Björcksgatan 62A,2014-06-05,Kålltorp,Göteborg,1700000,38.5,2.0,2.0
2729,Guldringen 9,2014-06-05,Guldringen,Göteborg,2100000,45.0,1.5,1.0
2730,Vantgatan 3,2014-06-05,Majorna,Göteborg,1560000,41.0,1.0,1.0
2731,Storhöjdsgatan 11,2014-06-05,Strömmensberg,Göteborg,1395000,43.0,2.0,1.0
2732,Drivhusgatan 19B,2014-06-05,Centrum,Göteborg,2275000,72.0,3.0,2.0
2733,Sveagatan 2C,2014-06-05,Linnéstaden,Göteborg,2850000,59.0,2.0,2.0
2734,Kavaljersgatan 8,2014-06-05,Hisings Backa,Göteborg,850000,65.5,2.0,3.0
2735,Söndagsgatan 3,2014-06-05,Kortedala,Göteborg,1000000,54.0,2.0,2.0
2736,Rullharvsgatan 6C,2014-06-05,Bifrost,Mölndal,1475000,65.0,2.0,2.0
2737,Gundas gata 148,2014-06-05,Balltorp,Mölndal,2080000,74.5,3.0,
2738,Sägengatan 27,2014-06-05,Hisings Backa,Göteborg,850000,82.0,3.0,2.0
2739,Storkgatan 4C,2014-06-05,Örgryte,Göteborg,1890000,57.0,2.0,1.0
2740,Chalmersgatan 17A,2014-06-05,Lorensberg,Göteborg,4950000,107.0,3.0,2.0
2741,Övre Majorsgatan 10B,2014-06-04,Linnéstaden,Göteborg,2860000,53.0,2.0,4.0
2742,Tredje Långgatan 33,2014-06-04,Linné,Göteborg,3600000,85.0,3.0,7.0
2743,Värmlandsgatan 32,2014-06-04,Linnéstaden,Göteborg,2550000,70.0,2.0,1.0
2744,Silverkällan 2,2014-06-04,Kungsladugård,Göteborg,3025000,67.0,3.0,1.0
2745,Lindholmsallén 53,2014-06-04,Lindholmen,Göteborg,2810000,70.0,3.0,5.0
2746,Ahrenbergsgatan 13A,2014-06-04,Munkebäck,Göteborg,1110000,40.0,1.0,1.0
2747,Nordenskiöldsgatan 7A,2014-06-04,Linnéstaden,Göteborg,1980000,36.0,1.0,1.5
2748,Stabbegatan 95,2014-06-04,Björkekärr,Göteborg,3015000,104.0,6.0,3.0
2749,Storhöjdsgatan 6B,2014-06-04,Strömmensberg,Göteborg,1750000,70.0,3.0,4.0
2750,Storhöjdsgatan 6A,2014-06-04,Strömmensberg,Göteborg,1230000,35.0,1.0,4.0
2751,Fjällgatan 24A,2014-06-04,Linnéstaden,Göteborg,1580000,49.0,2.0,4.0
2752,Allmänna vägen 52A,2014-06-04,Västra Centrum,Göteborg,3360000,80.5,3.0,5.0
2753,Wrangelsgatan 2,2014-06-04,Lunden,Göteborg,1525000,44.0,1.0,2.0
2754,Nordenskiöldsgatan 25,2014-06-04,Linnéstaden,Göteborg,1970000,43.0,1.0,3.0
2755,Axgatan 24,2014-06-04,Bifrost,Mölndal,1150000,68.0,2.0,
2756,Virvelvindsgatan 30,2014-06-04,Hisingen,Göteborg,1050000,25.5,1.0,
2757,Kabelgatan 39A,2014-06-04,Majorna,Göteborg,2080000,64.0,3.0,2.0
2758,Lasarettsgatan 6,2014-06-03,Centrum,Göteborg,1750000,40.0,1.0,7.0
2759,Adler Salvius gata 7,2014-06-03,Centrum,Göteborg,1450000,21.0,1.0,6.0
2760,Amiralitetsgatan 27D,2014-06-03,Majorna,Göteborg,2950000,68.0,3.0,1.0
2761,Utåkersgatan 12B,2014-06-03,Östra Centrum,Göteborg,1460000,50.0,2.0,1.0
2762,Fagottgatan 2,2014-06-03,Ruddalen,Göteborg,1250000,46.5,2.0,
2763,Lindholmsvägen 12,2014-06-03,Eriksberg,Göteborg,1950000,61.0,2.0,2.0
2764,Solarvsplan 1,2014-06-03,Askim,Göteborg,2230000,107.5,5.0,
2765,Teleskopgatan 18,2014-06-03,Bergsjön,Göteborg,475000,72.5,2.0,8.0
2766,Trädgårdsgärdet 22,2014-06-03,Angered,Göteborg,650000,114.5,5.0,4.0
2767,Thorild Wulffsgatan 28,2014-06-02,Änggården,Göteborg,5020000,124.0,5.0,
2768,Doktor Bex gata 7C,2014-06-02,Södra Guldheden,Göteborg,2450000,61.0,3.0,1.0
2769,Rappedalsvägen 23A,2014-06-02,Angered,Göteborg,610000,86.0,2.0,
2770,Fabriksgatan 4C,2014-06-02,Krokslätt,Mölndal,1500000,70.0,2.0,
2771,Björcksgatan 64B,2014-06-02,Kålltorp,Göteborg,1550000,40.5,2.0,
2772,Bergsfoten 6,2014-06-02,Askim,Göteborg,4000000,116.0,4.0,
2773,Kastellgatan 7,2014-06-02,Linnéstaden,Göteborg,4380000,90.0,3.0,1.5
2774,Marklandsgatan 71,2014-06-02,Högsbo,Göteborg,1660000,69.0,3.0,
2775,Poetgatan 10,2014-06-02,Backa Bällskär,Göteborg,1370000,102.5,4.0,
2776,Högtrycksgatan 6,2014-06-01,Länsmansgården,Göteborg,850000,63.5,2.0,
2777,Nordostpassagen 33,2014-05-31,Linné,Göteborg,2735000,55.0,2.0,8.0
2778,Norra Breviksvägen 24,2014-05-31,Näset,Göteborg,3550000,136.0,5.0,
2779,Kastellgatan 6,2014-05-31,Linnéstaden,Göteborg,5250000,87.0,3.0,5.0
2780,Harald Hjärnesgatan 14A,2014-05-31,Lundby,Göteborg,1300000,61.5,2.0,1.0
2781,Kastellgatan 13A,2014-05-31,Linnéstaden,Göteborg,3950000,73.0,2.0,4.0
2782,Höjdhopparegången 2,2014-05-30,Hisingen,Göteborg,1265000,117.0,5.0,
2783,Birkagatan 47A,2014-05-30,Örgryte,Göteborg,1960000,52.0,2.0,2.0
2784,Beryllgatan 60,2014-05-30,Tynnered,Göteborg,2060000,81.5,3.0,2.0
2785,Kapplandsgatan 70,2014-05-30,Högsbo,Göteborg,1330000,34.0,1.0,1.0
2786,Furumossen 111,2014-05-30,Göteborg,Partille,1710000,123.5,4.5,
2787,Arvesgärde 35,2014-05-30,Tuve-Säve,Göteborg,1150000,62.0,2.0,
2788,Norra Skeppspromenaden 15,2014-05-30,Lundby,Göteborg,2380000,67.0,2.0,4.0
2789,Jordhyttegatan 25A,2014-05-30,Majorna,Göteborg,1760000,49.5,2.0,2.0
2790,Fjällgatan 28,2014-05-30,Masthugget,Göteborg,2370000,60.0,2.0,4.0
2791,Kaggeledsgatan 38D,2014-05-30,Munkebäck,Göteborg,2220000,72.0,3.0,4.0
2792,Dalhemsgatan 14,2014-05-30,Krokslätt,Mölndal,2150000,62.5,3.0,2.0
2793,Råstensgatan 35C,2014-05-30,Kålltorp,Göteborg,1720000,39.0,2.0,1.0
2794,Torallagatan 4A,2014-05-30,Bosgården,Mölndal,1300000,54.5,2.0,3.0
2795,Gröna gatan 67,2014-05-30,Majorna,Göteborg,1850000,54.0,2.0,
2796,Fredåsgatan 22,2014-05-30,Krokslätt,Mölndal,1820000,86.0,3.0,1.0
2797,Marklandsgatan 47,2014-05-30,Högsbo,Göteborg,2250000,93.5,4.0,4.0
2798,Ängkärrsgången 4,2014-05-30,Älvsborg,Göteborg,1550000,46.0,2.0,1.0
2799,Rosengatan 3B,2014-05-30,Linnéstaden,Göteborg,4450000,78.0,2.0,4.0
2800,Knarrhögsgatan 14A,2014-05-30,Centrum,Mölndal,2025000,75.5,3.0,4.0
2801,Barometergatan 11,2014-05-30,Biskopsgården,Göteborg,725000,58.0,2.0,3.0
2802,Doktor Lindhs gata 4,2014-05-29,Guldheden,Göteborg,1750000,38.0,1.0,
2803,Kastellgatan 17,2014-05-29,Linné,Göteborg,3210000,51.0,2.0,6.0
2804,Gibraltargatan 19A,2014-05-29,Johanneberg,Göteborg,1840000,39.0,2.0,2.0
2805,Hjällbogärdet 48,2014-05-29,Eriksbo,Göteborg,910000,74.0,3.0,
2806,Nilssonsberg 3,2014-05-29,Linné,Göteborg,2020000,48.5,2.0,3.0
2807,Barken Storegrunds gata 11,2014-05-29,Sannegårdshamnen,Göteborg,2500000,67.0,2.0,2.0
2808,Adler Salvius gata 9,2014-05-29,Prippska Tomten,Göteborg,2350000,55.0,2.0,3.0
2809,Doktor Hjorts gata 8A,2014-05-29,Guldheden,Göteborg,3200000,81.5,4.0,2.0
2810,Kapplandsgatan 146,2014-05-29,Högsbo,Göteborg,1850000,66.0,3.0,1.0
2811,Vetekornsgatan 15,2014-05-29,Bifrost,Mölndal,1300000,82.0,3.0,
2812,Övre Fogelbergsgatan 3,2014-05-29,Vasastaden,Göteborg,5075000,143.5,5.0,2.0
2813,Befälsgatan 6,2014-05-29,Kviberg,Göteborg,1300000,53.0,2.0,9.0
2814,Iskällareliden 8B,2014-05-29,Örgryte,Göteborg,2220000,54.5,2.0,2.0
2815,Nedre Matrosgatan 15,2014-05-29,Gamla Masthugget,Göteborg,2255000,58.0,2.0,2.0
2816,Saxofongatan 18,2014-05-29,Frölunda,Göteborg,1700000,66.0,3.0,3.0
2817,Norra Liden 35,2014-05-29,Centrum,Göteborg,2725000,76.0,3.0,1.0
2818,Hökegatan 12,2014-05-29,Örgryte,Göteborg,2375000,67.5,2.0,1.0
2819,Norra Liden 4,2014-05-29,Kungshöjd,Göteborg,5150000,130.0,4.0,2.0
2820,Norra Skeppspromenaden 17,2014-05-29,Eriksberg,Göteborg,3050000,98.5,4.0,2.0
2821,Färgaregatan 7,2014-05-29,Centrum,Göteborg,3200000,77.0,3.0,2.0
2822,Ostindiefararen 45,2014-05-29,Eriksberg,Göteborg,4000000,106.0,4.0,
2823,Daltorpsgatan 47,2014-05-29,Örgryte,Göteborg,1980000,54.0,3.0,2.0
2824,Skogsmilsgatan 31,2014-05-29,Högsbo,Göteborg,1635000,75.0,3.0,3.0
2825,Gyllenstensgatan 1,2014-05-28,Munkebäck,Göteborg,2200000,60.0,2.0,2.0
2826,Bohusgatan 16,2014-05-28,Centrum,Göteborg,4200000,93.5,4.0,2.0
2827,Asperögatan 8A,2014-05-28,Majorna,Göteborg,1380000,36.0,1.0,1.0
2828,Raketgatan 3,2014-05-28,Centrum,Göteborg,2105000,62.0,2.5,2.0
2829,Munkebäcksgatan 47C,2014-05-28,Kålltorp,Göteborg,1710000,46.5,2.0,
2830,Gitarrgatan 1,2014-05-28,Ruddalen,Göteborg,1180000,38.0,1.0,
2831,Molnvädersgatan 20,2014-05-28,Biskopsgården,Göteborg,850000,39.5,1.0,
2832,Östra Midvintersgatan 12,2014-05-28,Kortedala,Göteborg,1200000,61.0,3.0,
2833,Alfhemsgatan 3,2014-05-28,Linné,Göteborg,5550000,101.0,3.0,4.0
2834,Cederflychts gata 9,2014-05-28,Hisings Backa,Göteborg,795000,66.0,2.0,
2835,Töpelsgatan 6B,2014-05-28,Örgryte,Göteborg,2155000,60.0,3.0,
2836,Blåsutgatan 4,2014-05-28,Majorna,Göteborg,2700000,84.0,3.0,1.0
2837,Härlandavägen 13,2014-05-28,Bagaregården,Göteborg,2510000,58.0,2.0,2.0
2838,Rappedalsvägen 59D,2014-05-28,Angered,Göteborg,725000,76.5,2.0,
2839,Antenngatan 19G,2014-05-28,Järnbrott,Göteborg,1550000,51.5,2.0,
2840,Brynolfsgatan 3C,2014-05-28,Johanneberg,Göteborg,1810000,52.5,2.0,1.0
2841,Ahrenbergsgatan 13A,2014-05-28,Munkebäck,Göteborg,1320000,40.0,1.0,
2842,Kabelgatan 30,2014-05-28,Majorna,Göteborg,1850000,56.5,2.0,2.0
2843,Långängen 13B,2014-05-28,Centrala-Hisingen,Göteborg,1160000,59.0,2.0,4.0
2844,Hagåkersgatan 9A,2014-05-28,Bosgården,Mölndal,1400000,57.0,2.0,
2845,Paradisgatan 25O,2014-05-28,Gamla Masthugget,Göteborg,2060000,43.5,2.0,2.0
2846,Nordenskiöldsgatan 7A,2014-05-28,Linnéstaden,Göteborg,1900000,37.0,1.0,3.0
